genesym	ensid	essentiality
SOX10	ENSG00000100146	1.23
SP3	ENSG00000172845	1.23
SPECC1L	ENSG00000100014	1.23
SPG21	ENSG00000090487	1.23
SPINT2	ENSG00000167642	1.23
SPTSSA	ENSG00000165389	1.23
SREBF2	ENSG00000198911	1.23
SRM	ENSG00000116649	1.23
SSX4B	ENSG00000269791	1.23
STARD6	ENSG00000174448	1.23
SUCLG1	ENSG00000163541	1.23
SUCNR1	ENSG00000198829	1.23
SUGP2	ENSG00000064607	1.23
TAF1L	ENSG00000122728	1.23
TAP1	ENSG00000168394	1.23
TAS2R39	ENSG00000236398	1.23
TAS2R50	ENSG00000212126	1.23
TBC1D28	ENSG00000189375	1.23
TBRG4	ENSG00000136270	1.23
TCEAL1	ENSG00000172465	1.23
TCEAL4	ENSG00000133142	1.23
TCTEX1D2	ENSG00000213123	1.23
TDO2	ENSG00000151790	1.23
TDRKH	ENSG00000182134	1.23
TEX13B	ENSG00000170925	1.23
TFAP2C	ENSG00000087510	1.23
TGFBR2	ENSG00000163513	1.23
TGIF2-C20orf24		1.23
TIGD1	ENSG00000221944	1.23
TINAG	ENSG00000137251	1.23
TJAP1	ENSG00000137221	1.23
TMEM123	ENSG00000152558	1.23
TMEM71	ENSG00000165071	1.23
TP53BP2	ENSG00000143514	1.23
TPK1	ENSG00000196511	1.23
TRA2A	ENSG00000164548	1.23
TRAF6	ENSG00000175104	1.23
TSR3	ENSG00000007520	1.23
TTC9C	ENSG00000162222	1.23
TYK2	ENSG00000105397	1.23
UBXN2B	ENSG00000215114	1.23
UGDH	ENSG00000109814	1.23
UGT3A2	ENSG00000168671	1.23
UNC45A	ENSG00000140553	1.23
USMG5	ENSG00000173915	1.23
USP34	ENSG00000115464	1.23
VAMP4	ENSG00000117533	1.23
WDR44	ENSG00000131725	1.23
WNT1	ENSG00000125084	1.23
ZBTB38	ENSG00000177311	1.23
ZBTB7B	ENSG00000160685	1.23
ZDHHC20	ENSG00000180776	1.23
ZFP69	ENSG00000187815	1.23
ZNF222	ENSG00000159885	1.23
ZNF37A	ENSG00000075407	1.23
ZNF425	ENSG00000204947	1.23
ZNF44	ENSG00000197857	1.23
ZNF564	ENSG00000249709	1.23
ZNF567	ENSG00000189042	1.23
ZNF585B	ENSG00000245680	1.23
ZNF596	ENSG00000172748	1.23
ZNF681	ENSG00000196172	1.23
ZNF90	ENSG00000213988	1.23
ZNF93	ENSG00000184635	1.23
ABCA4	ENSG00000198691	0.92
ABLIM1	ENSG00000099204	0.92
ACAP3	ENSG00000131584	0.92
ACAT2	ENSG00000120437	0.92
ACBD7	ENSG00000176244	0.92
ACOT9	ENSG00000123130	0.92
ACTRT3	ENSG00000184378	0.92
ACVR2B	ENSG00000114739	0.92
ADAMTS17	ENSG00000140470	0.92
ADAMTSL5	ENSG00000185761	0.92
ADPRM	ENSG00000170222	0.92
AFP	ENSG00000081051	0.92
AHSA1	ENSG00000100591	0.92
AIFM2	ENSG00000042286	0.92
AK1	ENSG00000106992	0.92
AKAP13	ENSG00000170776	0.92
AKAP9	ENSG00000127914	0.92
AKIP1	ENSG00000166452	0.92
ALKBH8	ENSG00000137760	0.92
ALPK3	ENSG00000136383	0.92
AMACR	ENSG00000242110	0.92
ANAPC13	ENSG00000129055	0.92
ANG	ENSG00000214274	0.92
ANKHD1-EIF4EBP3		0.92
ANTXR1	ENSG00000169604	0.92
ANXA13	ENSG00000104537	0.92
AP2A1	ENSG00000196961	0.92
AP2B1	ENSG00000006125	0.92
APBA1	ENSG00000107282	0.92
APBA2	ENSG00000034053	0.92
APBB1IP	ENSG00000077420	0.92
APH1A	ENSG00000117362	0.92
APITD1-CORT		0.92
AR	ENSG00000169083	0.92
ARHGAP26	ENSG00000145819	0.92
ARHGEF9	ENSG00000131089	0.92
ARID3B	ENSG00000179361	0.92
ARL14	ENSG00000179674	0.92
ARL6IP1	ENSG00000170540	0.92
ARNTL	ENSG00000133794	0.92
ARRB1	ENSG00000137486	0.92
ASNSD1	ENSG00000138381	0.92
ATF7IP	ENSG00000171681	0.92
ATG12	ENSG00000145782	0.92
ATG14	ENSG00000126775	0.92
ATOX1	ENSG00000177556	0.92
ATP10A	ENSG00000206190	0.92
ATP2B4	ENSG00000058668	0.92
ATXN2L	ENSG00000168488	0.92
AVIL	ENSG00000135407	0.92
B3GNT5	ENSG00000176597	0.92
B4GALT4	ENSG00000121578	0.92
BCL11B	ENSG00000127152	0.92
BCL9	ENSG00000116128	0.92
BDNF	ENSG00000176697	0.92
BIRC3	ENSG00000023445	0.92
BMP5	ENSG00000112175	0.92
BMPR2	ENSG00000204217	0.92
BNC1	ENSG00000169594	0.92
BPGM	ENSG00000172331	0.92
BTLA	ENSG00000186265	0.92
C10orf131	ENSG00000173088	0.92
C11orf31		0.92
C17orf58	ENSG00000186665	0.92
C17orf98	ENSG00000275489	0.92
C19orf70	ENSG00000174917	0.92
C1orf122	ENSG00000197982	0.92
C1orf146	ENSG00000203910	0.92
C1orf172		0.92
C22orf43		0.92
C2orf68	ENSG00000168887	0.92
C3orf36	ENSG00000221972	0.92
C9orf41		0.92
C9orf96		0.92
CALCB	ENSG00000175868	0.92
CANT1	ENSG00000171302	0.92
CC2D1A	ENSG00000132024	0.92
CC2D2B	ENSG00000188649	0.92
CCDC121	ENSG00000176714	0.92
CCDC178	ENSG00000166960	0.92
CCDC73	ENSG00000186714	0.92
CCNB1IP1	ENSG00000100814	0.92
CCT6B	ENSG00000132141	0.92
CD19	ENSG00000177455	0.92
CDK5	ENSG00000164885	0.92
CEBPA	ENSG00000245848	0.92
CEP120	ENSG00000168944	0.92
CH25H	ENSG00000138135	0.92
CHM	ENSG00000188419	0.92
CHURC1	ENSG00000258289	0.92
CLDN1	ENSG00000163347	0.92
CMTM6	ENSG00000091317	0.92
CNTN6	ENSG00000134115	0.92
COL4A3BP	ENSG00000113163	0.92
COPRS	ENSG00000172301	0.92
COX7A2	ENSG00000112695	0.92
CPXCR1	ENSG00000147183	0.92
CRBN	ENSG00000113851	0.92
CRLF3	ENSG00000176390	0.92
CRYAB	ENSG00000109846	0.92
CSRP2	ENSG00000175183	0.92
CTNNBIP1	ENSG00000178585	0.92
CTTN	ENSG00000085733	0.92
CUL4A	ENSG00000139842	0.92
CXorf36	ENSG00000147113	0.92
CYLD	ENSG00000083799	0.92
CYP2C8	ENSG00000138115	0.92
DCLK2	ENSG00000170390	0.92
DCLRE1A	ENSG00000198924	0.92
DCUN1D5	ENSG00000137692	0.92
DDN	ENSG00000181418	0.92
DDT	ENSG00000099977	0.92
DEFB107B	ENSG00000198129	0.92
DEFB123	ENSG00000180424	0.92
DGCR6L	ENSG00000128185	0.92
DGKD	ENSG00000077044	0.92
DHRS12	ENSG00000102796	0.92
DHRS7C	ENSG00000184544	0.92
DIS3L	ENSG00000166938	0.92
DNAJA4	ENSG00000140403	0.92
DNAJC13	ENSG00000138246	0.92
DNAJC6	ENSG00000116675	0.92
DNM3	ENSG00000197959	0.92
DOCK2	ENSG00000134516	0.92
DPH5	ENSG00000117543	0.92
DPY19L2	ENSG00000177990	0.92
DRGX	ENSG00000165606	0.92
DUSP1	ENSG00000120129	0.92
DYM	ENSG00000141627	0.92
EGF	ENSG00000138798	0.92
EIF2AK4	ENSG00000128829	0.92
EIF4E3	ENSG00000163412	0.92
ELOVL1	ENSG00000066322	0.92
EPS15L1	ENSG00000127527	0.92
ERP44	ENSG00000023318	0.92
ESCO1	ENSG00000141446	0.92
ESPN	ENSG00000187017	0.92
ETS2	ENSG00000157557	0.92
ETV6	ENSG00000139083	0.92
FAHD2A	ENSG00000115042	0.92
FAM13B	ENSG00000031003	0.92
FAM149B1	ENSG00000138286	0.92
FAM153B	ENSG00000182230	0.92
FAM172A	ENSG00000113391	0.92
FAM173A	ENSG00000103254	0.92
FAM189A2	ENSG00000135063	0.92
FAM84B	ENSG00000168672	0.92
FASTKD2	ENSG00000118246	0.92
FBXL12	ENSG00000127452	0.92
FBXO17	ENSG00000269190	0.92
FER	ENSG00000151422	0.92
FHL5	ENSG00000112214	0.92
FLNC	ENSG00000128591	0.92
FOXN3	ENSG00000053254	0.92
FRS2	ENSG00000166225	0.92
FRYL	ENSG00000075539	0.92
FSD1L	ENSG00000106701	0.92
FUNDC2	ENSG00000165775	0.92
FUT4	ENSG00000196371	0.92
G6PC2	ENSG00000152254	0.92
GBAS	ENSG00000146729	0.92
GCLM	ENSG00000023909	0.92
GJB3	ENSG00000188910	0.92
GJC1	ENSG00000182963	0.92
GLIPR1L2	ENSG00000180481	0.92
GLOD5	ENSG00000171433	0.92
GLT8D1	ENSG00000016864	0.92
GLUD2	ENSG00000182890	0.92
GM2A	ENSG00000196743	0.92
GOLGA7	ENSG00000147533	0.92
GPR37L1	ENSG00000170075	0.92
GPX8	ENSG00000164294	0.92
GRAMD1C	ENSG00000178075	0.92
GSTA2	ENSG00000244067	0.92
GSTCD	ENSG00000138780	0.92
GSTM1	ENSG00000134184	0.92
GTF2A1L	ENSG00000242441	0.92
GUCA1C	ENSG00000138472	0.92
GYG1	ENSG00000163754	0.92
HELLS	ENSG00000119969	0.92
HENMT1	ENSG00000162639	0.92
HERC1	ENSG00000103657	0.92
HES1	ENSG00000114315	0.92
HIST1H2AA	ENSG00000164508	0.92
HIST1H2BM	ENSG00000273703	0.92
HIST1H3B	ENSG00000274267	0.92
HIST1H4K	ENSG00000273542	0.92
HNF4A	ENSG00000101076	0.92
HORMAD1	ENSG00000143452	0.92
HRH4	ENSG00000134489	0.92
HSBP1L1	ENSG00000226742	0.92
IDE	ENSG00000119912	0.92
IFNA2	ENSG00000188379	0.92
IFNE	ENSG00000184995	0.92
IFNL3	ENSG00000197110	0.92
IGDCC4	ENSG00000103742	0.92
IGF2BP2	ENSG00000073792	0.92
IGLL1	ENSG00000128322	0.92
IL12A	ENSG00000168811	0.92
IL1R1	ENSG00000115594	0.92
INSL5	ENSG00000172410	0.92
IPP	ENSG00000197429	0.92
IRF8	ENSG00000140968	0.92
IRS1	ENSG00000169047	0.92
ITGA11	ENSG00000137809	0.92
IVNS1ABP	ENSG00000116679	0.92
JAG1	ENSG00000101384	0.92
JPH1	ENSG00000104369	0.92
KCNQ5	ENSG00000185760	0.92
KIAA1009		0.92
KIAA1430		0.92
KIAA1522	ENSG00000162522	0.92
KIF25	ENSG00000125337	0.92
KLF4	ENSG00000136826	0.92
KLF6	ENSG00000067082	0.92
KLHDC8A	ENSG00000162873	0.92
KLHL11	ENSG00000178502	0.92
KLHL5	ENSG00000109790	0.92
KMT2E	ENSG00000005483	0.92
KRT4	ENSG00000170477	0.92
KRTAP25-1	ENSG00000232263	0.92
KRTAP4-9	ENSG00000212722	0.92
KRTAP9-8	ENSG00000187272	0.92
L3MBTL1	ENSG00000185513	0.92
LDHB	ENSG00000111716	0.92
LDLR	ENSG00000130164	0.92
LHX4	ENSG00000121454	0.92
LIFR	ENSG00000113594	0.92
LMO4	ENSG00000143013	0.92
LOC81691		0.92
LRMP	ENSG00000118308	0.92
LRRC72	ENSG00000205858	0.92
LSS	ENSG00000160285	0.92
LYSMD1	ENSG00000163155	0.92
MAFF	ENSG00000185022	0.92
MAGEA2B	ENSG00000183305	0.92
MAGEB6	ENSG00000176746	0.92
MAGEH1	ENSG00000187601	0.92
MAP2K1	ENSG00000169032	0.92
MAP2K5	ENSG00000137764	0.92
MAP3K2	ENSG00000169967	0.92
MATN4	ENSG00000124159	0.92
MBD2	ENSG00000134046	0.92
MCOLN3	ENSG00000055732	0.92
MECR	ENSG00000116353	0.92
MEF2C	ENSG00000081189	0.92
MEF2D	ENSG00000116604	0.92
MEIS1	ENSG00000143995	0.92
METTL7A	ENSG00000185432	0.92
METTL9	ENSG00000197006	0.92
MFSD11	ENSG00000092931	0.92
MIEF1	ENSG00000100335	0.92
MIEN1	ENSG00000141741	0.92
MIIP	ENSG00000116691	0.92
MMAB	ENSG00000139428	0.92
MON2	ENSG00000061987	0.92
MPP5	ENSG00000072415	0.92
MPZL2	ENSG00000149573	0.92
MROH6	ENSG00000204839	0.92
MTMR4	ENSG00000108389	0.92
MYLIP	ENSG00000007944	0.92
MYO10	ENSG00000145555	0.92
MYO9B	ENSG00000099331	0.92
MYOT	ENSG00000120729	0.92
MZF1	ENSG00000099326	0.92
NAALAD2	ENSG00000077616	0.92
NABP2	ENSG00000139579	0.92
NAP1L1	ENSG00000187109	0.92
NBN	ENSG00000104320	0.92
NF1	ENSG00000196712	0.92
NFIA	ENSG00000162599	0.92
NFKBIA	ENSG00000100906	0.92
NIPA2	ENSG00000140157	0.92
NMS	ENSG00000204640	0.92
NPBWR2	ENSG00000125522	0.92
NUDT11	ENSG00000196368	0.92
NXPE3	ENSG00000144815	0.92
OOSP2	ENSG00000149507	0.92
ORMDL2	ENSG00000123353	0.92
OSBPL2	ENSG00000130703	0.92
OSBPL9	ENSG00000117859	0.92
OXR1	ENSG00000164830	0.92
PAQR6	ENSG00000160781	0.92
PARK7	ENSG00000116288	0.92
PARP15	ENSG00000173200	0.92
PARVA	ENSG00000197702	0.92
PC	ENSG00000173599	0.92
PCDH10	ENSG00000138650	0.92
PCDHA3		0.92
PCDHB2		0.92
PCYOX1	ENSG00000116005	0.92
PDE1A	ENSG00000115252	0.92
PDGFC	ENSG00000145431	0.92
PDIA5	ENSG00000065485	0.92
PDXP	ENSG00000241360	0.92
PEA15	ENSG00000162734	0.92
PER2	ENSG00000132326	0.92
PEX16	ENSG00000121680	0.92
PGM2L1	ENSG00000165434	0.92
PGRMC1	ENSG00000101856	0.92
PHF8	ENSG00000172943	0.92
PIK3CD	ENSG00000171608	0.92
PIK3R3	ENSG00000117461	0.92
PIM3	ENSG00000198355	0.92
PKIG	ENSG00000168734	0.92
PKLR	ENSG00000143627	0.92
PLA2R1	ENSG00000153246	0.92
PLCZ1	ENSG00000139151	0.92
PLEC	ENSG00000178209	0.92
PLEKHA8	ENSG00000106086	0.92
PML	ENSG00000140464	0.92
PNRC2	ENSG00000189266	0.92
PPFIA1	ENSG00000131626	0.92
PPIB	ENSG00000166794	0.92
PPP1R13B	ENSG00000088808	0.92
PPP1R26	ENSG00000196422	0.92
PRMT10		0.92
PRPS1	ENSG00000147224	0.92
PRR12	ENSG00000126464	0.92
PRR14L	ENSG00000183530	0.92
PRR23B	ENSG00000184814	0.92
PRUNE		0.92
PSG3	ENSG00000221826	0.92
PSMB11	ENSG00000222028	0.92
PTPN12	ENSG00000127947	0.92
PTPN2	ENSG00000175354	0.92
PTPN7	ENSG00000143851	0.92
PXN	ENSG00000089159	0.92
QRICH1	ENSG00000198218	0.92
R3HDM1	ENSG00000048991	0.92
RAB21	ENSG00000080371	0.92
RAB2A	ENSG00000104388	0.92
RAB9A	ENSG00000123595	0.92
RABGEF1	ENSG00000154710	0.92
RAD54B	ENSG00000197275	0.92
RALA	ENSG00000006451	0.92
RBAK	ENSG00000146587	0.92
RBM12B	ENSG00000183808	0.92
RBM43	ENSG00000184898	0.92
RBM4B	ENSG00000173914	0.92
RBM6	ENSG00000004534	0.92
RCC2	ENSG00000179051	0.92
RCE1	ENSG00000173653	0.92
RCHY1	ENSG00000163743	0.92
REV1	ENSG00000135945	0.92
RGS7	ENSG00000182901	0.92
RHBDD1	ENSG00000144468	0.92
RHNO1	ENSG00000171792	0.92
RIMKLB	ENSG00000166532	0.92
RIPK4	ENSG00000183421	0.92
RNASE12	ENSG00000258436	0.92
RNF114	ENSG00000124226	0.92
RNF146	ENSG00000118518	0.92
RNF180	ENSG00000164197	0.92
RNF182	ENSG00000180537	0.92
RNF2	ENSG00000121481	0.92
RNF216	ENSG00000011275	0.92
RNF219	ENSG00000152193	0.92
RNF34	ENSG00000170633	0.92
RPL9	ENSG00000163682	0.92
RPS27L	ENSG00000185088	0.92
RPS4Y1	ENSG00000129824	0.92
RPS6KA6	ENSG00000072133	0.92
SCG3	ENSG00000104112	0.92
SCLT1	ENSG00000151466	0.92
SEC14L1	ENSG00000129657	0.92
SEC22C	ENSG00000093183	0.92
SEC24B	ENSG00000138802	0.92
SERINC4	ENSG00000184716	0.92
SIVA1	ENSG00000184990	0.92
SIX1	ENSG00000126778	0.92
SLC25A1	ENSG00000100075	0.92
SLC34A2	ENSG00000157765	0.92
SLC35B4	ENSG00000205060	0.92
SLC38A6	ENSG00000139974	0.92
SLCO1B7	ENSG00000205754	0.92
SLK	ENSG00000065613	0.92
SMARCD2	ENSG00000108604	0.92
SMIM20	ENSG00000250317	0.92
SNAP91	ENSG00000065609	0.92
SNX5	ENSG00000089006	0.92
SP1	ENSG00000185591	0.92
SPAG11B	ENSG00000164871	0.92
SPANXD	ENSG00000196406	0.92
SPIN3	ENSG00000204271	0.92
SPINT1	ENSG00000166145	0.92
SPRR2D	ENSG00000163216	0.92
SRCIN1	ENSG00000277363	0.92
SRPK2	ENSG00000135250	0.92
SSR3	ENSG00000114850	0.92
STAT1	ENSG00000115415	0.92
SYK	ENSG00000165025	0.92
TBX1	ENSG00000184058	0.92
TCEB3	ENSG00000011007	0.92
TCF4	ENSG00000196628	0.92
TCTEX1D1	ENSG00000152760	0.92
TDP1	ENSG00000042088	0.92
TGIF2LY	ENSG00000176679	0.92
THBS3	ENSG00000169231	0.92
THRSP	ENSG00000151365	0.92
THUMPD1	ENSG00000066654	0.92
TICAM2	ENSG00000243414	0.92
TLCD1	ENSG00000160606	0.92
TMEM133	ENSG00000170647	0.92
TMEM161B	ENSG00000164180	0.92
TMEM189	ENSG00000240849	0.92
TMEM251	ENSG00000153485	0.92
TMEM42	ENSG00000169964	0.92
TMEM50A	ENSG00000183726	0.92
TMEM70	ENSG00000175606	0.92
TMPRSS15	ENSG00000154646	0.92
TNNC2	ENSG00000101470	0.92
TOMM6	ENSG00000214736	0.92
TPGS1	ENSG00000141933	0.92
TRERF1	ENSG00000124496	0.92
TRIM14	ENSG00000106785	0.92
TRIM38	ENSG00000112343	0.92
TRIM77	ENSG00000214414	0.92
TRIM9	ENSG00000100505	0.92
TRMT12	ENSG00000183665	0.92
TTC14	ENSG00000163728	0.92
TUBB4A	ENSG00000104833	0.92
TVP23B	ENSG00000171928	0.92
TYW1B	ENSG00000277149	0.92
UEVLD	ENSG00000151116	0.92
UGT2B28	ENSG00000135226	0.92
UQCC1	ENSG00000101019	0.92
VPS8	ENSG00000156931	0.92
WDR45	ENSG00000196998	0.92
WRAP73	ENSG00000116213	0.92
WT1	ENSG00000184937	0.92
XIAP	ENSG00000101966	0.92
XKR9	ENSG00000221947	0.92
XPO4	ENSG00000132953	0.92
YJEFN3	ENSG00000250067	0.92
ZBTB10	ENSG00000205189	0.92
ZBTB39	ENSG00000166860	0.92
ZDHHC11	ENSG00000188818	0.92
ZEB1	ENSG00000148516	0.92
ZFP28	ENSG00000196867	0.92
ZFP42	ENSG00000179059	0.92
ZNF175	ENSG00000105497	0.92
ZNF221	ENSG00000159905	0.92
ZNF281	ENSG00000162702	0.92
ZNF330	ENSG00000109445	0.92
ZNF417	ENSG00000173480	0.92
ZNF428	ENSG00000131116	0.92
ZNF43	ENSG00000198521	0.92
ZNF471	ENSG00000196263	0.92
ZNF527	ENSG00000189164	0.92
ZNF528	ENSG00000167555	0.92
ZNF614	ENSG00000142556	0.92
ZNF721	ENSG00000182903	0.92
ZNF732	ENSG00000186777	0.92
ZNF736	ENSG00000234444	0.92
ZNF765	ENSG00000196417	0.92
ZNF782	ENSG00000196597	0.92
ZNF791	ENSG00000173875	0.92
ZNF814	ENSG00000204514	0.92
ZYX	ENSG00000159840	0.92
AAAS	ENSG00000094914	0.62
AAGAB	ENSG00000103591	0.62
ABHD10	ENSG00000144827	0.62
ABLIM3	ENSG00000173210	0.62
ACADSB	ENSG00000196177	0.62
ACHE	ENSG00000087085	0.62
ACN9		0.62
ACOT6	ENSG00000205669	0.62
ACVR1	ENSG00000115170	0.62
ADAM17	ENSG00000151694	0.62
ADAM33	ENSG00000149451	0.62
ADAMTS10	ENSG00000142303	0.62
ADAMTS9	ENSG00000163638	0.62
ADD3	ENSG00000148700	0.62
ADH6	ENSG00000172955	0.62
ADIPOR1	ENSG00000159346	0.62
ADPGK	ENSG00000159322	0.62
AGK	ENSG00000006530	0.62
AGO3	ENSG00000126070	0.62
AGPAT2	ENSG00000169692	0.62
AGPAT5	ENSG00000155189	0.62
AGRP	ENSG00000159723	0.62
AGTPBP1	ENSG00000135049	0.62
AKAP17A	ENSG00000197976	0.62
AKAP4	ENSG00000147081	0.62
AKT2	ENSG00000105221	0.62
ALAD	ENSG00000148218	0.62
ALCAM	ENSG00000170017	0.62
ALMS1	ENSG00000116127	0.62
AMPD1	ENSG00000116748	0.62
AMTN	ENSG00000187689	0.62
ANGEL2	ENSG00000174606	0.62
ANKRD1	ENSG00000148677	0.62
ANKRD17	ENSG00000132466	0.62
ANKRD23	ENSG00000163126	0.62
ANKRD42	ENSG00000137494	0.62
ANKRD7	ENSG00000106013	0.62
AP1AR	ENSG00000138660	0.62
AP1B1	ENSG00000100280	0.62
APCS	ENSG00000132703	0.62
APEX1	ENSG00000100823	0.62
APITD1		0.62
APLP2	ENSG00000084234	0.62
APOBEC3D	ENSG00000243811	0.62
APOE	ENSG00000130203	0.62
APPL2	ENSG00000136044	0.62
APTX	ENSG00000137074	0.62
ARHGAP8	ENSG00000241484	0.62
ARHGEF3	ENSG00000163947	0.62
ARID3A	ENSG00000116017	0.62
ARL13B	ENSG00000169379	0.62
ARMC2	ENSG00000118690	0.62
ARTN	ENSG00000117407	0.62
ASB6	ENSG00000148331	0.62
ASPHD2	ENSG00000128203	0.62
ATF5	ENSG00000169136	0.62
ATHL1		0.62
ATOH1	ENSG00000172238	0.62
ATP1B1	ENSG00000143153	0.62
ATP6V0E2	ENSG00000171130	0.62
ATP6V1G3	ENSG00000151418	0.62
ATP8A2	ENSG00000132932	0.62
ATP8B2	ENSG00000143515	0.62
AXDND1	ENSG00000162779	0.62
B3GALT4	ENSG00000235863	0.62
B4GALT3	ENSG00000158850	0.62
BATF	ENSG00000156127	0.62
BAZ1A	ENSG00000198604	0.62
BBS12	ENSG00000181004	0.62
BCKDHA	ENSG00000248098	0.62
BCL6	ENSG00000113916	0.62
BCORL1	ENSG00000085185	0.62
BLOC1S2	ENSG00000196072	0.62
BLZF1	ENSG00000117475	0.62
BMP4	ENSG00000125378	0.62
BPIFC	ENSG00000184459	0.62
BRD9	ENSG00000028310	0.62
BRIP1	ENSG00000136492	0.62
BSCL2	ENSG00000168000	0.62
BST1	ENSG00000109743	0.62
BTC	ENSG00000174808	0.62
BTG1	ENSG00000133639	0.62
BTK	ENSG00000010671	0.62
C10orf76	ENSG00000120029	0.62
C10orf88	ENSG00000119965	0.62
C10orf95		0.62
C11orf30		0.62
C11orf49	ENSG00000149179	0.62
C11orf58	ENSG00000110696	0.62
C11orf70	ENSG00000137691	0.62
C11orf94	ENSG00000234776	0.62
C12orf50	ENSG00000165805	0.62
C12orf57	ENSG00000111678	0.62
C12orf65	ENSG00000130921	0.62
C12orf71	ENSG00000214700	0.62
C14orf159	ENSG00000133943	0.62
C14orf178	ENSG00000197734	0.62
C15orf57	ENSG00000128891	0.62
C16orf87	ENSG00000155330	0.62
C17orf70		0.62
C19orf48	ENSG00000167747	0.62
C19orf82		0.62
C1QL2	ENSG00000144119	0.62
C1QTNF9	ENSG00000240654	0.62
C20orf112		0.62
C2orf43		0.62
C2orf53		0.62
C2orf78	ENSG00000187833	0.62
C2orf88	ENSG00000187699	0.62
C3orf14	ENSG00000114405	0.62
C4BPB	ENSG00000123843	0.62
C6	ENSG00000039537	0.62
C6orf106	ENSG00000196821	0.62
C6orf47	ENSG00000204439	0.62
C9orf153	ENSG00000187753	0.62
CARD17	ENSG00000255221	0.62
CAST	ENSG00000153113	0.62
CBLN2	ENSG00000141668	0.62
CBLN4	ENSG00000054803	0.62
CCDC109B		0.62
CCDC140	ENSG00000163081	0.62
CCDC173	ENSG00000154479	0.62
CCDC69	ENSG00000198624	0.62
CCDC74B	ENSG00000152076	0.62
CCDC80	ENSG00000091986	0.62
CCDC91	ENSG00000123106	0.62
CCER1	ENSG00000197651	0.62
CCNB2	ENSG00000157456	0.62
CCNG1	ENSG00000113328	0.62
CCNI	ENSG00000118816	0.62
CCS	ENSG00000173992	0.62
CD164	ENSG00000135535	0.62
CD200	ENSG00000091972	0.62
CD276	ENSG00000103855	0.62
CD4	ENSG00000010610	0.62
CD47	ENSG00000196776	0.62
CD79B	ENSG00000007312	0.62
CDH17	ENSG00000079112	0.62
CDK13	ENSG00000065883	0.62
CDK5R2	ENSG00000171450	0.62
CDK5RAP2	ENSG00000136861	0.62
CDK8	ENSG00000132964	0.62
CDRT15L2	ENSG00000214819	0.62
CEACAM3	ENSG00000170956	0.62
CEACAM4	ENSG00000105352	0.62
CEP152	ENSG00000103995	0.62
CEP170B	ENSG00000099814	0.62
CEP63	ENSG00000182923	0.62
CERS3	ENSG00000154227	0.62
CES1	ENSG00000198848	0.62
CFH	ENSG00000000971	0.62
CILP	ENSG00000138615	0.62
CLCN3	ENSG00000109572	0.62
CLDN24	ENSG00000185758	0.62
CLEC18A	ENSG00000157322	0.62
CLEC2B	ENSG00000110852	0.62
CLECL1	ENSG00000184293	0.62
CLGN	ENSG00000153132	0.62
CLK2	ENSG00000176444	0.62
CLMP	ENSG00000166250	0.62
CLOCK	ENSG00000134852	0.62
CNBP	ENSG00000169714	0.62
CNOT10	ENSG00000182973	0.62
CNR1	ENSG00000118432	0.62
COL7A1	ENSG00000114270	0.62
COMP	ENSG00000105664	0.62
COPS7A	ENSG00000111652	0.62
CREB1	ENSG00000118260	0.62
CREBZF	ENSG00000137504	0.62
CSH1	ENSG00000136488	0.62
CSMD3	ENSG00000164796	0.62
CSN2	ENSG00000135222	0.62
CSPG4	ENSG00000173546	0.62
CTXN1	ENSG00000178531	0.62
CUEDC1	ENSG00000180891	0.62
CXCL10	ENSG00000169245	0.62
CYB561D2	ENSG00000114395	0.62
CYP4F2	ENSG00000186115	0.62
CYP4Z1	ENSG00000186160	0.62
CYP51A1	ENSG00000001630	0.62
CYTH3	ENSG00000008256	0.62
DBX2	ENSG00000185610	0.62
DCAF8L1	ENSG00000226372	0.62
DCTD	ENSG00000129187	0.62
DDIT4	ENSG00000168209	0.62
DDX58	ENSG00000107201	0.62
DDX60L	ENSG00000181381	0.62
DEFB104A	ENSG00000176782	0.62
DEFB4B	ENSG00000177257	0.62
DENND4A	ENSG00000174485	0.62
DENND5A	ENSG00000184014	0.62
DEPDC7	ENSG00000121690	0.62
DERL2	ENSG00000072849	0.62
DHX29	ENSG00000067248	0.62
DLG1	ENSG00000075711	0.62
DLGAP5	ENSG00000126787	0.62
DMXL2	ENSG00000104093	0.62
DNAJC16	ENSG00000116138	0.62
DNAJC3	ENSG00000102580	0.62
DNTTIP1	ENSG00000101457	0.62
DOCK4	ENSG00000128512	0.62
DOCK6	ENSG00000130158	0.62
DOCK7	ENSG00000116641	0.62
DPH2	ENSG00000132768	0.62
DRAM1	ENSG00000136048	0.62
DSG4	ENSG00000175065	0.62
DSTYK	ENSG00000133059	0.62
DUSP14	ENSG00000276023	0.62
DVL1	ENSG00000107404	0.62
DZIP3	ENSG00000198919	0.62
EBAG9	ENSG00000147654	0.62
EBI3	ENSG00000105246	0.62
EFCAB14	ENSG00000159658	0.62
EIF2AK1	ENSG00000086232	0.62
ELF4	ENSG00000102034	0.62
ELTD1		0.62
EMB	ENSG00000170571	0.62
EML4	ENSG00000143924	0.62
EML5	ENSG00000165521	0.62
EMR1		0.62
EMX2	ENSG00000170370	0.62
ENOX2	ENSG00000165675	0.62
ENTPD5	ENSG00000187097	0.62
EPHA10	ENSG00000183317	0.62
EPHA3	ENSG00000044524	0.62
EPM2A	ENSG00000112425	0.62
